Posisi_LS,Posisi_BT,Yellowfin,Bigeye,Albacore
-13.6666666667,109.4,5,5,2
-10.0833333333,115.9666666667,0,4,0
-11.2666666667,109.95,1,0,0
-14.2166666667,109.4166666667,1,1,1
-0.4333333333,119.5,1,1,0
-13.5833333333,109.9166666667,0,4,6
-14.85,109.8333333333,0,1,0
-13.3,110.3166666667,2,3,4
-0.0166666667,118.85,4,1,0
-13.8333333333,110.5333333333,1,2,0
-0.0833333333,118.9333333333,2,0,0
-12.9833333333,110.9833333333,0,0,0
-9.9166666667,114.6666666667,1,2,0
-10.5166666667,113.65,0,2,0
-10.8333333333,114.7,3,0,0
-12.2333333333,116.8,1,2,8
-12.7,115.2333333333,0,3,1
-12.9666666667,117.0666666667,1,2,0
-11.3666666667,115.5,2,3,0
-12.7666666667,117.1333333333,1,2,0
-10.6666666667,115.4666666667,2,2,0
-11.85,117.1166666667,3,2,0
-10.1666666667,115.0833333333,0,4,0
-10.9833333333,117.2333333333,1,4,0
-10.55,117.4333333333,2,5,0
-10.3666666667,117.7166666667,1,0,0
-10.1333333333,117.3,4,1,0
-10.3166666667,116.4833333333,5,2,0
-10.1,116.1666666667,3,2,4
-11,117.7666666667,3,2,1
-9.9666666667,117.7666666667,2,6,0
-13.15,118.7833333333,2,4,0
-7.2666666667,118.9833333333,4,5,0
-13.25,118.75,3,2,0
-12.3166666667,116.7833333333,3,3,0
-7.75,116.7833333333,2,0,0
-13.7166666667,117.9833333333,0,2,3
-12.7666666667,116.2,3,4,0
-12.6333333333,113.6166666667,2,1,0
-12.9,115.5833333333,1,2,2
-10.8333333333,119.6666666667,0,9,0
-12.2166666667,113.0333333333,1,2,1
-12.8,115.95,0,4,3
-9.4833333333,118.4333333333,0,0,0
-9.6,112.8333333333,11,1,1
-10.6666666667,119.3333333333,1,7,0
-12.9666666667,112.5,0,0,0
-9.2166666667,118.6,2,1,0
-9.6666666667,122.9666666667,10,3,1
-10.5166666667,118.6333333333,0,2,1
-12.5,112,0,5,4
-12.5666666667,110.3333333333,0,1,3
-9.05,112.25,6,1,2
-9.7,123.05,5,0,0
-12.6666666667,112,3,7,0
-13.1166666667,110.2333333333,1,1,0
-8.6666666667,111.4,0,0,0
-10.8,120.0333333333,3,3,0
-9.9666666667,122.5166666667,6,0,0
-4.3,124.6166666667,7,0,0
-13.3333333333,109.5333333333,0,1,0
-10.2833333333,119.7666666667,0,0,0
-10.4666666667,112.3333333333,0,0,0
-12.8333333333,109.7,0,4,3
-11.8333333333,111.8333333333,1,6,1
-10.7,119.45,1,9,0
-10.4,116.1666666667,4,3,3
-12.8666666667,109.0333333333,0,2,0
-13.05,112,1,1,0
-10.55,119.4,2,6,0
-9.1416666667,118.4333333333,5,0,0
-10.7666666667,115.7,0,4,0
-9.4333333333,113.1666666667,4,0,0
-12.65,113.0333333333,2,0,0
-10.2666666667,118.3333333333,1,0,0
-10.6666666667,115.8,1,2,0
-8.9166666667,133.1166666667,1,1,0
-10.35,117.6833333333,9,0,0
-10.5833333333,116.0666666667,2,1,0
-10.1666666667,114.0333333333,2,0,0
-9.8166666667,117.2666666667,9,0,0
-10.1666666667,114.05,3,2,1
-10.5833333333,116.0666666667,2,1,0
-10.1666666667,112.1333333333,1,1,0
-10.4333333333,116.6333333333,3,2,0
-11.2833333333,114.2666666667,3,1,1
-9.8833333333,117.1333333333,3,1,0
-9.8166666667,113.9,3,0,0
-13.6833333333,112.5833333333,2,3,0
-10.2333333333,116.7,2,2,0
-12.0833333333,113.9,0,2,0
-10.35,117.6333333333,1,1,0
-13.65,113.3166666667,6,0,0
-9.4,117.4666666667,3,0,0
-10.4833333333,117.4833333333,3,4,4
-13.6833333333,112.1833333333,4,2,0
-9.8333333333,117,8,2,0
-10.6,118.15,1,0,1
-10.2833333333,115.6166666667,1,2,0
-9.5833333333,116.9,1,2,0
-10.4666666667,118.95,0,0,1
-11.05,114.1333333333,2,0,0
-9.8166666667,116.7666666667,4,6,0
-10.45,114.2333333333,2,0,0
-9.8666666667,122.3166666667,14,3,0
-9.8833333333,122.35,12,2,0
-9.9166666667,122.3666666667,1,1,2
-9.85,122.3666666667,12,2,0
-10.15,122.25,8,2,0
-9.3666666667,122.3833333333,3,12,0
-10,122.3666666667,3,3,0
-9.6666666667,114.1666666667,4,1,0
-9.6666666667,114.3333333333,2,9,0
-10,115.1666666667,3,1,0
-9.6666666667,114.3333333333,1,0,0
-10.5833333333,115.3833333333,3,3,0
-10.75,115.3333333333,0,2,0
-10.25,117.1666666667,3,0,0
-9.55,116.1666666667,0,2,0
-10.0333333333,116.6833333333,4,0,0
-9.1333333333,114,0,15,0
-9.3333333333,116.4166666667,3,0,3
-9.7,114.4333333333,0,2,0
-9,113.8666666667,0,4,0
-9.9166666667,119.15,2,2,0
-9.5333333333,113.8666666667,4,0,0
-9.6166666667,114.1333333333,1,3,0
-9.0333333333,113.9666666667,0,3,0
-10.2,111.8833333333,10,0,0
-11.4333333333,118.8666666667,1,3,6
-9.2666666667,113.1833333333,1,4,0
-8.9833333333,113.2833333333,0,4,0
-9.6666666667,116.4,0,0,2
-10.4166666667,111.75,0,2,0
-9.3333333333,112.9166666667,0,2,0
-9.5,116.1666666667,0,7,0
-11.1333333333,118.1666666667,4,2,0
-9.4,113.1666666667,0,1,0
-11,111.6166666667,0,8,0
-11.4166666667,117.5,2,2,0
-11.3833333333,111.15,0,8,1
-12.4333333333,115.2833333333,0,5,4
-12,117.5,3,2,1
-11.9833333333,114.5333333333,1,2,0
-19.2166666667,118,4,0,0
-11.1666666667,109.2166666667,2,0,0
-11.5,111.6,0,2,0
-12.9,115.6333333333,1,2,2
-11.95,117.0333333333,1,2,4
-10.0833333333,118.5833333333,2,3,0
-13.2,116.6166666667,1,4,5
-12.7166666667,117.8666666667,1,3,6
-13.3333333333,115.5,0,1,2
-10.5833333333,119.15,2,0,0
-13.0333333333,116.6333333333,2,3,6
-12.8666666667,117.8,3,7,13
-12.5,115.5,1,2,0
-10.6333333333,118.3833333333,3,0,0
-13.3166666667,117.0833333333,7,0,6
-12.9166666667,117.5,5,3,3
-12.6666666667,115.8333333333,0,0,1
-10.6333333333,117.3833333333,5,1,0
-12.3666666667,117.0333333333,1,4,4
-13.0666666667,117.9333333333,16,0,14
-11.9833333333,115.5,1,0,1
-10.4166666667,117.5333333333,2,0,1
-12.9333333333,117.8333333333,3,6,5
-13.3833333333,117.5166666667,0,14,5
-8.8833333333,113.8666666667,0,2,0
-19.4,116.1833333333,5,2,0
-12.7166666667,119.8833333333,3,1,19
-11.8666666667,117.35,1,4,32
-10.8,112.85,2,6,1
-12.0833333333,118.4333333333,3,1,20
-13.1,120.1833333333,1,0,11
-12.05,117.3,1,3,13
-11.2666666667,112.5666666667,3,3,8
-13.55,119.6166666667,4,1,11
-11.7333333333,116.9666666667,1,1,1
-11.95,118.0166666667,1,2,9
-13.1,119.0833333333,3,4,6
-11.6833333333,112.0166666667,2,4,3
-11.3,118.05,1,2,4
-12.2833333333,118.0666666667,6,0,2
-11.0833333333,120.05,6,2,10
-11.9166666667,111,1,6,5
-11.2833333333,117.4166666667,1,2,2
-12.0666666667,119.3166666667,5,3,14
-11.1333333333,120.6333333333,5,4,11
-11.3666666667,111.0333333333,2,3,5
-11.8666666667,116.3833333333,1,2,10
-12.3333333333,119.5833333333,7,0,22
-11.1833333333,120.4333333333,6,0,8
-10.6833333333,111.0833333333,0,6,0
-10.7666666667,116.4833333333,0,3,1
-12.1666666667,119.35,4,1,19
-10.3333333333,119.4166666667,5,1,0
-10.55,111.3666666667,1,5,0
-11.7666666667,115.5833333333,1,4,7
-9.8833333333,118.8333333333,1,2,0
-10.25,117.8166666667,2,3,0
-9.8166666667,117.5333333333,1,1,0
-10.6666666667,117.0833333333,2,0,0
-9.55,117.2,1,4,0
-10.1666666667,116.3166666667,1,1,0
-10.7,117.6666666667,1,0,3
-10.8666666667,117.3166666667,3,2,3
-10.8666666667,117.1333333333,0,0,7
-10.8666666667,116.8333333333,1,1,3
-9.25,117,7,0,0
-12.1166666667,117.05,2,1,11
-9.25,117,3,0,0
-9.25,117,2,0,0
-9.25,117,10,0,0
-9.25,117,3,0,0
-9.25,117,3,1,0
-9.6666666667,114.8166666667,4,0,0
-12.55,118.2166666667,2,5,5
-9.25,117,10,0,0
-9.65,113.95,2,0,0
-12.1166666667,118.05,0,0,2
-9.25,117,4,0,0
-11.8,119.1166666667,1,4,4
-12.15,119.3166666667,1,1,2
-12.25,117.65,6,1,3
-12.3833333333,118.3666666667,4,4,1
-12.25,117.6166666667,3,2,9
-12.2333333333,117.8,0,6,2
-9.6,116,1,3,0
-12.0833333333,118,1,1,5
-9.3666666667,116.1666666667,0,0,1
-10.5,120.5833333333,2,3,25
-10.3666666667,120.6833333333,7,6,6
-10.6666666667,120.5,1,0,9
-10.6833333333,120,6,6,4
-9.2666666667,116.5,1,0,0
-10.5833333333,119.9166666667,6,2,0
-10.65,119,0,6,1
-10.4833333333,120.05,9,2,0
-10.6666666667,119.5166666667,5,0,1
-9.5,116.5,1,0,0
-10.5,120.0333333333,32,3,0
-10.4666666667,120.4,6,17,3
-10.4333333333,120.3333333333,15,6,0
-9,118.1666666667,0,0,1
-10.4333333333,120.4333333333,3,4,4
-10.4833333333,120.35,4,5,0
-9.25,113.9166666667,1,0,0
-9.6666666667,118.1666666667,1,0,0
-10.5,120.8333333333,1,5,0
-10.5,119.6833333333,6,4,0
-8.8666666667,113.3166666667,0,1,0
-10.2166666667,119.3833333333,0,1,0
-8.8666666667,113.4333333333,2,0,0
-9.35,121.3333333333,7,2,0
-9.5666666667,121.3333333333,8,2,2
-10.0166666667,121.6166666667,9,0,0
-9.8833333333,122.05,7,8,3
-9.35,120.8333333333,6,0,0
-9.15,121.05,2,11,0
-8.5,113.8333333333,2,0,0
-9.425,120.755,2,0,0
-9.2833333333,122.3666666667,0,3,0
-8.15,117.65,13,0,0
-9.1333333333,117.65,26,0,0
-9.5833333333,117.0833333333,2,0,0
-9.6333333333,116.4,3,0,0
-9.6666666667,116.8333333333,0,0,0
-9.73,116.2916666667,3,0,0
-9.6833333333,116.1666666667,1,0,0
-9.6666666667,117.25,1,0,2
-9.5,115.0166666667,1,0,0
-9.1666666667,117.0833333333,2,0,0
-9.29,114.305,1,0,0
-9.25,117.1666666667,1,0,0
-9.15,113.885,3,0,0
-9.5833333333,117.0833333333,1,1,1
-11.1666666667,116.4166666667,1,1,0
-9.3833333333,117.2666666667,6,5,1
-8.95,113.95,3,0,0
-11.9666666667,116.8333333333,1,1,0
-9.15,114.2333333333,0,0,0
-10.0333333333,117.05,5,0,0
-14.2333333333,113.15,0,6,3
-12.9,116.8333333333,1,5,0
-11.3,117.5833333333,3,1,0
-13.6,116.9666666667,3,2,4
-9.1666666667,113.75,2,3,0
-15.0666666667,113.1833333333,1,9,3
-14.2166666667,117.2,0,3,6
-11.3666666667,117.1,4,0,0
-15,113.4166666667,0,8,10
-14.5,117.25,0,3,2
-10.6,113.2166666667,2,1,1
-15.0666666667,113.4333333333,0,10,2
-14.5166666667,116.7666666667,1,14,5
-14.4833333333,116.7166666667,2,8,1
-9.2,117.9666666667,3,1,0
-8.9666666667,118.1166666667,2,0,2
-15.15,113.9,0,13,14
-14.8333333333,116.45,2,9,5
-9.2666666667,117.9333333333,7,0,0
-9.3666666667,117.4166666667,0,1,0
-17.1333333333,117.25,0,0,0
-9.5833333333,116.4166666667,1,0,0
-15.1,113.75,2,6,2
-14.7,116.5333333333,2,7,5
-9.05,118.3666666667,9,1,0
-9.0333333333,117.7,1,0,0
-9.3,117.8583333333,1,0,0
-9.5833333333,117.0833333333,2,2,0
-15.0833333333,113.9833333333,1,12,5
-14.65,116.6833333333,0,1,0
-9.1666666667,118.5,5,3,0
-9.7166666667,116.7,1,0,0
-9.2333333333,117.6666666667,1,0,0
-9.3,117.4166666667,3,0,2
-14.8333333333,114.1333333333,0,10,6
-13.8666666667,115.9333333333,2,4,1
-9.2666666667,118.6833333333,0,0,0
-9.4,117.4833333333,1,0,0
-9.25,116.9166666667,2,0,4
-9.5166666667,116.8333333333,1,0,0
-9.45,116.5,1,1,0
-7.35,118.2,3,0,0
-9.15,116.3833333333,0,0,2
-9.4166666667,115.0833333333,2,1,0
-9.1666666667,115.75,1,0,2
-7.8666666667,118.1333333333,2,0,0
-9.6833333333,114.7166666667,0,0,0
-9.45,116.5833333333,0,1,0
-7.9666666667,117.8333333333,12,0,0
-14.8,113.3,1,1,1
-15.9833333333,114.2833333333,0,3,8
-15.3666666667,113.7833333333,2,7,9
-15.5666666667,114.0333333333,1,11,2
-15.5166666667,113.8833333333,0,5,1
-15.2166666667,113.7166666667,2,9,6
-15.25,115.1333333333,1,7,5
-15.1333333333,113.6666666667,0,17,1
-15.4166666667,115.15,1,3,0
-15.1166666667,113.3333333333,1,5,4
-14.9666666667,115.0833333333,0,8,5
-15.1166666667,113.1666666667,3,5,3
-15.3166666667,114.95,0,10,1
-15.0166666667,113.5333333333,0,0,0
-15.3666666667,114.8166666667,0,4,1
-15,113.8,0,1,0
-15.2833333333,114.8,0,5,1
-7.95,117.6,6,0,0
-14.4166666667,114.1,0,4,0
-13.7666666667,115.25,0,5,1
-8.0833333333,116.4216666667,1,0,0
-7.7666666667,117.75,8,1,0
-7.95,116.2333333333,14,0,0
-7.9316666667,116.26,0,1,0
-7.65,117.6333333333,4,0,0
-7.9666666667,116.2333333333,5,3,0
-8,117.47,2,0,0
-7.7666666667,118.1333333333,8,0,0
-7.8,116.1166666667,0,2,0
-7.725,117.55,12,0,0
-7.4666666667,118.5333333333,7,0,0
-7.8166666667,116.45,47,0,0
-7.6666666667,118.15,19,0,0
-7.6933333333,117.55,12,0,0
-7.95,116.6,24,0,0
-7.6666666667,117.5333333333,5,0,0
-7.7,117.6166666667,8,0,0
-7.8333333333,117.7833333333,7,0,0
-7.1333333333,118.2833333333,11,0,0
-7.6666666667,116.5833333333,10,0,0
-7.7333333333,118.5666666667,2,0,0
-7.9333333333,116.3833333333,16,0,0
-7.5,116.6,17,0,0
-7.5,116.6,41,0,0
-7.8333333333,117.8833333333,3,0,0
-7.7166666667,117.6666666667,7,0,0
-7.5833333333,116.6666666667,10,0,0
-7.8,116.3666666667,60,0,0
-7.6666666667,117.6833333333,9,0,0
-13.4166666667,115.2833333333,0,2,0
-7.6,116.7333333333,28,0,0
-13.7666666667,115.0833333333,1,11,1
-7.7,117.7666666667,11,0,0
-7.9833333333,116.5666666667,10,0,0
-7.75,116.1666666667,7,0,0
-7.85,116.4666666667,45,0,0
-13.9333333333,115.3333333333,8,2,0
-7.7,117.9166666667,2,2,0
-7.75,115.95,25,0,0
-7.9166666667,116.3666666667,51,0,0
-13.8,115.1666666667,1,15,3
-7.8333333333,117.3833333333,5,4,0
-7.7,116.4166666667,6,0,0
-13.7666666667,115,0,17,4
-7.6166666667,117.6666666667,10,0,0
-7.75,116.3833333333,7,0,0
-7.5333333333,115.9666666667,30,0,0
-13.7833333333,115.1166666667,0,7,3
-7.9166666667,117.7333333333,12,1,0
-7.5833333333,116.0833333333,10,0,0
-7.65,116.0166666667,19,1,0
-13.75,115.1666666667,0,2,0
-7.9166666667,117.2333333333,9,1,0
-8.0666666667,116.8666666667,7,0,0
-13.75,116.55,0,8,1
-7.7166666667,116.8,0,2,0
-7.7666666667,116.35,2,1,0
-7.45,116.7833333333,6,0,0
-8,117.4,14,0,0
-7.9166666667,116.4833333333,31,0,0
-13.7666666667,116.5333333333,0,3,0
-7.6333333333,117.75,8,0,0
-7.5166666667,116.9,2,0,0
-7.8,117.7,2,0,0
-13.3333333333,116.4333333333,0,1,1
-7.5833333333,117.6833333333,2,2,0
-7.8,116.4333333333,17,0,0
-7.6,116.3333333333,8,2,0
-7.7833333333,116.2,5,1,0
-7.9666666667,116.6666666667,10,0,0
-7.3666666667,119.3,3,0,0
-7.9,116.4833333333,28,0,0
-13.25,116.0166666667,0,5,0
-7.8833333333,117.3,4,0,0
-7.9333333333,119.05,3,0,0
-7.9333333333,116.6333333333,12,0,0
-7.95,116.4666666667,24,1,0
-7.95,116.5666666667,18,0,0
-7.8833333333,116.4166666667,8,1,0
-13.3333333333,113.7666666667,2,4,1
-13.1333333333,113.4833333333,6,4,0
-10.45,124.55,25,2,0
-10.7333333333,112.2666666667,0,2,0
-13.7666666667,114.0833333333,8,2,4
-10.4666666667,117.2833333333,1,23,0
-13.9833333333,114.6166666667,4,2,1
-13.4,113.4,0,0,0
-13.3,112.9333333333,0,4,0
-13.6166666667,114.1166666667,5,4,1
-14.55,114,10,1,5
-13.4833333333,113.3666666667,5,5,1
-13.0166666667,113.2333333333,5,5,0
-13.8333333333,113.8166666667,2,2,0
-14.5,113.9333333333,1,2,3
-13.7833333333,113.0666666667,5,7,1
-14.1833333333,113.3,6,1,0
-13.5833333333,113.85,0,3,0
-14,113.9833333333,1,0,5
-13.2166666667,113.1333333333,8,2,0
-13.7666666667,112.9,3,1,0
-14.1333333333,113.15,1,6,1
-14.1833333333,113.6,4,0,2
-14.1333333333,114.0333333333,3,1,0
-14.85,114.4666666667,1,1,4
-14.1666666667,113.2,3,0,0
-13.0166666667,113.1,2,0,1
-14.05,113.2666666667,2,2,0
-13.5166666667,113.7833333333,3,1,1
-13.8666666667,113.4666666667,0,3,3
-14.0166666667,114.1666666667,1,0,0
-15.4666666667,113.8333333333,8,6,9
-14.3833333333,113.2333333333,8,4,1
